req_id,req_title,module,test_case,level,technique,status
REQ-06,Telemetria ambiental,Measurement,GetAllAsync_WithLargeMeasurementCount,Unidade,Volume/colecao,Ativo
REQ-06,Telemetria ambiental,Measurement,CreateAsync_WithExtremeTemperatures,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WithValidData_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WithValidData_LogsNotification,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WithEmptyEmail_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WithEmptyEmail_ReturnsFalse (   ),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WhenServiceUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendEmailNotificationAsync_WhenServiceUnavailable_LogsFailure,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithValidPhoneNumber_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithValidPhoneNumber_LogsNotification,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithEmptyPhone_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithEmptyPhone_ReturnsFalse (   ),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithInvalidPhoneLength_ReturnsFalse (123),Unidade,Valor limite,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WithInvalidPhoneLength_ReturnsFalse (12345),Unidade,Valor limite,Ativo
REQ-XX,Cobertura complementar,Notification,SendSmsNotificationAsync_WhenServiceUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WithValidUserId_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WithValidUserId_LogsNotification,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WithInvalidUserId_ReturnsFalse (0),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WithInvalidUserId_ReturnsFalse (-1),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WithInvalidUserId_ReturnsFalse (-100),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendPushNotificationAsync_WhenServiceUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithValidData_ReturnsTrue,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithValidData_LogsNotification,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithInvalidBatchId_ReturnsFalse (0),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithInvalidBatchId_ReturnsFalse (-1),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithEmptyAlertType_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WithEmptyAlertType_ReturnsFalse (   ),Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,SendBatchAlertAsync_WhenServiceUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,IsServiceAvailableAsync_DefaultState_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,IsServiceAvailableAsync_AfterSetUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,IsServiceAvailableAsync_AfterSetAvailable_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,GetSentNotificationsAsync_WithNoNotifications_ReturnsEmpty,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Notification,GetSentNotificationsAsync_AfterSendingNotifications_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,GetSentNotificationsAsync_WithLimit_Respects_MaxResults,Unidade,Valor limite,Ativo
REQ-XX,Cobertura complementar,Notification,GetSentNotificationsAsync_ReturnsInReverseChronological_Order,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,GetSuccessfulNotificationCount_WithOnlySuccessfulNotifications_ReturnsCorrectCount,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,GetFailedNotificationCount_WithMixedResults_ReturnsOnlyFailed,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,ClearNotificationHistory_RemovesAllNotifications,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Notification,Reset_RestoresDefaultState,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Notification,MultipleNotificationTypes_AllTrackedCorrectly,Unidade,Decisao/estado,Ativo
REQ-XX,Cobertura complementar,Notification,ServiceRecovery_AfterBecomingUnavailable,Unidade,Valor limite,Ativo
REQ-04,Planos de cultivo,Plan,TU-261: Plan nulo → BadRequest,Unidade,Classe invalida,Ignorado
REQ-04,Planos de cultivo,Plan,"TU-262: Dec2 [C1=T, C2=T] plan.HerbId=-1 AND herbId=0",Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,"TU-263: Dec2 [C1=T, C2=F] plan.HerbId=0 AND herbId=5",Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,"TU-264: Dec2 [C1=F, C2=T] plan.HerbId=3 AND herbId=0",Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,"TU-265: Dec2 [C1=F, C2=F] plan.HerbId=2 AND herbId=7",Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-271: Dec2 Boundary plan.HerbId=0 AND herbId=0,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-266: Dec3 [T] herbId=5 sobrescreve,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-267: Dec3 [F] herbId=0 não sobrescreve,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-268: Dec4 [T] DurationDays=0 Boundary,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-269: Dec4 [T] DurationDays=-10 Negativo,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-270: Dec4 [F] DurationDays=1 Boundary válido,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-272: Dec4 [F] DurationDays=60 Valor típico,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-273: Dec5 [T] StartDate=default (null),Unidade,Classe invalida,Ignorado
REQ-04,Planos de cultivo,Plan,TU-274: Dec5 [T] StartDate no passado,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-275: Dec5 [F] StartDate válida (agora),Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-276: Dec5 [F] StartDate no futuro,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-277: Dec6 [T] WateringFrequencyDays=0 Boundary,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-278: Dec6 [T] WateringFrequencyDays=-5 Negativo,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-279: Dec6 [F] WateringFrequencyDays=1 Boundary válido,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-280: Dec6 [F] WateringFrequencyDays=7 Valor típico,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-287: Dec7 [T] TemperatureMin=-100 (abaixo do mínimo),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-288: Dec7 [T] TemperatureMax=100 (acima do máximo),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-289: Dec7 [T] TemperatureMin > TemperatureMax,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-290: Dec7 [F] Temperatura válida (-50 a 60),Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-291: Dec7 [F] Temperatura típica (15-30),Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-292: Dec8 [T] HumidityMin=-10 (negativo),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-293: Dec8 [T] HumidityMax=150 (acima de 100),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-294: Dec8 [T] HumidityMin > HumidityMax,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-295: Dec8 [F] Umidade válida (0-100),Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-296: Dec8 [F] Umidade típica (40-80),Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-297: Dec9 [T] LuminosityMin=-100 (negativo),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-298: Dec9 [T] LuminosityMax=200000 (acima do máximo),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-299: Dec9 [T] LuminosityMin > LuminosityMax,Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-300: Dec9 [F] Luminosidade válida (0-100000),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-301: Dec9 [F] Luminosidade típica (2000-5000),Unidade,Valor limite,Ignorado
REQ-04,Planos de cultivo,Plan,TU-281: Todas validações inválidas - precedência HerbId,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-284: DurationDays e StartDate inválidos - precedência Duration,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-285: StartDate e WateringFrequency inválidos - precedência StartDate,Unidade,Caminho principal,Ignorado
REQ-04,Planos de cultivo,Plan,TU-286: Happy Path Completo - Todas validações,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,GetAllAsync_WithNoReports_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-10,Relatorios e exportacoes,Report,GetByIdAsync_WithValidId_ReturnsReport,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithValidData_CreatesReport,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithInvalidUserId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-10,Relatorios e exportacoes,Report,DeleteAsync_WithValidId_DeletesReport,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithReportType_CreatesWithType (Produção),Unidade,Decisao/estado,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithReportType_CreatesWithType (Tarefas),Unidade,Decisao/estado,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithReportType_CreatesWithType (Medições),Unidade,Decisao/estado,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithReportType_CreatesWithType (Alertas),Unidade,Decisao/estado,Ativo
REQ-10,Relatorios e exportacoes,Report,GetByTypeAsync_ReturnsReportsOfType,Unidade,Decisao/estado,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithExportFormat_Stored (CSV),Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithExportFormat_Stored (Excel),Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithDateRange_StoresDates,Unidade,Valor limite,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithCurrentMonthRange,Unidade,Valor limite,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithFilePath_Stored,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,ExportToCsvAsync_ReturnsFilePath,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,ExportToExcelAsync_ReturnsFilePath,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,ExportToCsvAsync_WithNonExistentReport_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_SetsCreatedByUser,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_SetsCreatedAtTimestamp,Unidade,Caminho principal,Ativo
REQ-10,Relatorios e exportacoes,Report,CreateAsync_WithNullName_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-10,Relatorios e exportacoes,Report,GetAllAsync_WithLargeReportCount,Unidade,Volume/colecao,Ativo
REQ-10,Relatorios e exportacoes,Report,GetByTypeAsync_WithMultipleTypes,Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,GetAllAsync_WithNoTasks_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-09,Tarefas operacionais,Task,GetByIdAsync_WithValidId_ReturnsTask,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithValidData_CreatesTask,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,UpdateAsync_WithValidData_UpdatesTask,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,DeleteAsync_WithValidId_DeletesTask,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,GetByBatchIdAsync_ReturnsTasksForBatch,Unidade,Volume/colecao,Ignorado
REQ-09,Tarefas operacionais,Task,GetByBatchIdAsync_WithMultipleBatches_OnlyReturnsBatchTasks,Unidade,Volume/colecao,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithValidStatus_CreatesWithStatus (Pendente),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithValidStatus_CreatesWithStatus (Em Andamento),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithValidStatus_CreatesWithStatus (Concluída),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithValidStatus_CreatesWithStatus (Cancelada),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,GetByStatusAsync_ReturnsTasksWithStatus,Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,UpdateAsync_TransitionPendenteToEmAndamento,Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,UpdateAsync_TransitionEmAndamentoToConcluida,Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithTaskType_StoresCorrectly (Rega),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithTaskType_StoresCorrectly (Fertilização),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithTaskType_StoresCorrectly (Colheita),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithTaskType_StoresCorrectly (Monitorização),Unidade,Decisao/estado,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithAssignedUser_StoresUserAssignment,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,UpdateAsync_ChangeAssignedUser,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithScheduledDate_StoresDate,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,UpdateAsync_SetCompletionDate_WhenMarkedComplete,Unidade,Caminho principal,Ativo
REQ-09,Tarefas operacionais,Task,CreateAsync_WithNullName_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-09,Tarefas operacionais,Task,GetAllAsync_WithLargeBatchOfTasks,Unidade,Volume/colecao,Ignorado
REQ-09,Tarefas operacionais,Task,GetByStatusAsync_WithMultipleTransitions,Unidade,Decisao/estado,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_WithValidBatchId_ReturnsValidMeasurement,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_WithInvalidBatchId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_WithZeroBatchId_ReturnsNull,Unidade,Valor limite,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_SensorUnavailable_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_MultipleValidBatchIds_ReturnsValidMeasurements (1),Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_MultipleValidBatchIds_ReturnsValidMeasurements (5),Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_MultipleValidBatchIds_ReturnsValidMeasurements (100),Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_WithValidPeriod_ReturnsMultipleMeasurements,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_WithInvalidBatchId_ReturnsEmpty,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_WithInvertedPeriod_ReturnsEmpty,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_WithSamePeriod_ReturnsOneMeasurement,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_WithLargePeriod_ReturnsMultipleReadings,Unidade,Volume/colecao,Ativo
REQ-XX,Cobertura complementar,Temperature,IsSensorAvailableAsync_DefaultState_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,IsSensorAvailableAsync_WithInvalidBatchId_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,IsSensorAvailableAsync_AfterSensorSetToUnavailable_ReturnsFalse,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,IsSensorAvailableAsync_AfterSensorSetToAvailable_ReturnsTrue,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,GetSensorErrorsAsync_WithInvalidBatchId_ReturnsEmpty,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetSensorErrorsAsync_WithNoPriorErrors_ReturnsEmpty,Unidade,Classe invalida,Ativo
REQ-XX,Cobertura complementar,Temperature,GetSensorErrorsAsync_AfterSensorError_ReturnsErrorMessage,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,ClearSensorErrors_RemovesErrorHistory,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,Reset_RestoresDefaultState,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,GetCurrentTemperatureAsync_ReturnedDataHasCorrectStructure,Unidade,Caminho principal,Ativo
REQ-XX,Cobertura complementar,Temperature,GetTemperatureReadingsAsync_AllReadingsHaveConsistentBatchId,Unidade,Volume/colecao,Ativo
REQ-02,Gestao de utilizadores,User,GetAllAsync_WithNoUsers_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,GetAllAsync_WithMultipleUsers_ReturnsAll,Unidade,Volume/colecao,Ativo
REQ-02,Gestao de utilizadores,User,GetByIdAsync_WithValidId_ReturnsUser,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,GetByIdAsync_WithInvalidId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithValidData_CreatesUser,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithDuplicateUsername_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,UpdateAsync_WithValidData_UpdatesUser,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,DeleteAsync_WithValidId_DeletesUser,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,GetByUsernameAsync_WithValidUsername_ReturnsUser,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,GetByUsernameAsync_WithNonExistentUsername_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,GetByUsernameAsync_CaseSensitive_DoesNotFindWithDifferentCase,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithAllRoles_CreatesUserWithRole (UserRole.Tecnico),Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithAllRoles_CreatesUserWithRole (UserRole.Responsavel),Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithAllRoles_CreatesUserWithRole (UserRole.Administrador),Unidade,Valor limite,Ativo
REQ-02,Gestao de utilizadores,User,GetByRoleAsync_ReturnsTechnicoUsers,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,GetByRoleAsync_ReturnsResponsavelUsers,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,GetByRoleAsync_ReturnsAdministradorUsers,Unidade,Valor limite,Ativo
REQ-02,Gestao de utilizadores,User,GetByRoleAsync_WithNoUsersOfRole_ReturnsEmptyList,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,ChangeRoleAsync_FromTechnicoToResponsavel,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,ChangeRoleAsync_FromResponsavelToAdministrador,Unidade,Valor limite,Ativo
REQ-02,Gestao de utilizadores,User,ChangeRoleAsync_WithInvalidUserId_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,ChangeRoleAsync_SameRole_StillUpdates,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,ChangeRoleAsync_UpdatesTimestamp,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_NewUser_IsActive,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,UpdateAsync_DeactivateUser,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,UpdateAsync_ReactivateUser,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithNullUsername_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithNullEmail_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_WithNullFullName_ReturnsNull,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,UpdateAsync_WithNullEmail_UpdateFails,Unidade,Classe invalida,Ativo
REQ-02,Gestao de utilizadores,User,CreateAsync_SetsCreatedAtTimestamp,Unidade,Caminho principal,Ignorado
REQ-02,Gestao de utilizadores,User,UpdateAsync_UpdatesUpdatedAtTimestamp,Unidade,Caminho principal,Ativo
REQ-02,Gestao de utilizadores,User,GetAllAsync_WithLargeUserCount,Unidade,Volume/colecao,Ativo
REQ-02,Gestao de utilizadores,User,GetByRoleAsync_WithMixedRoles_CorrectCounting,Unidade,Decisao/estado,Ativo
REQ-02,Gestao de utilizadores,User,UpdateAsync_MultipleFieldsChanged,Unidade,Volume/colecao,Ativo
REQ-02,Gestao de utilizadores,User,DeleteAsync_CascadeDelete_RelatedAuditLogs,Unidade,Decisao/estado,Ativo
